,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day,order_hour,shipping_month,shipping_day,shipping_hour,delivery_time
1937,Beauty,351.4,1,2024-06-29 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,6,29,14,7,6,14,7
1938,Clothing,107.38,4,2024-06-29 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,VIP,6,29,14,7,2,14,3
1939,Books,494.69,2,2024-06-29 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,Debit Card,Desktop,Email,Returning,6,29,14,7,5,14,6
1940,Home,187.41,1,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,VIP,6,29,14,7,3,14,4
1941,Beauty,20.06,4,2024-06-29 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,6,29,14,7,6,14,7
1942,Toys,410.45,3,2024-06-29 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,Returning,6,29,14,7,2,14,3
1943,Beauty,38.6,2,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,6,29,14,7,3,14,4
1944,Toys,104.34,3,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,New,6,29,14,7,1,14,2
1945,Toys,371.69,4,2024-06-29 14:59:58.897063,2024-07-02 14:59:58.897063,Shipped,Google Pay,Desktop,Organic,VIP,6,29,14,7,2,14,3
1946,Beauty,349.78,3,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,Returning,6,29,14,7,3,14,4
1947,Beauty,415.82,4,2024-06-29 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Credit Card,Tablet,Social,VIP,6,29,14,6,30,14,1
1948,Beauty,445.74,2,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Shipped,Google Pay,Desktop,Email,Returning,6,29,14,7,3,14,4
1949,Toys,466.93,1,2024-06-29 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,PayPal,Desktop,Organic,Returning,6,29,14,7,5,14,6
1950,Clothing,91.6,5,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Credit Card,Tablet,Email,New,6,29,14,7,3,14,4
1951,Beauty,52.94,4,2024-06-29 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,New,6,29,14,7,3,14,4
1952,Beauty,496.83,1,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,6,29,14,7,1,14,2
1953,Books,258.37,2,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Shipped,Google Pay,Mobile,Paid Search,VIP,6,29,14,7,1,14,2
1954,Electronics,438.36,2,2024-06-29 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,Returning,6,29,14,7,1,14,2
1955,Toys,392.51,2,2024-06-29 14:59:58.897063,2024-06-30 14:59:58.897063,Delivered,Debit Card,Mobile,Email,Returning,6,29,14,6,30,14,1
1956,Home,271.63,4,2024-06-29 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,6,29,14,7,6,14,7
1957,Beauty,9.04,1,2024-06-29 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Mobile,Social,VIP,6,29,14,7,4,14,5
1958,Beauty,27.32,1,2024-06-30 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Credit Card,Tablet,Email,VIP,6,30,14,7,5,14,5
1959,Books,330.23,3,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,Returning,6,30,14,7,1,14,1
1960,Beauty,170.04,2,2024-06-30 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,6,30,14,7,6,14,6
1961,Clothing,80.82,5,2024-06-30 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,6,30,14,7,5,14,5
1962,Books,124.22,1,2024-06-30 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Google Pay,Tablet,Social,VIP,6,30,14,7,5,14,5
1963,Clothing,160.15,1,2024-06-30 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,Credit Card,Tablet,Social,VIP,6,30,14,7,7,14,7
1964,Books,52.52,1,2024-06-30 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Credit Card,Tablet,Social,VIP,6,30,14,7,6,14,6
1965,Electronics,195.74,1,2024-06-30 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,Returning,6,30,14,7,4,14,4
1966,Books,112.9,3,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,6,30,14,7,1,14,1
1967,Home,23.98,1,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Shipped,Debit Card,Desktop,Organic,Returning,6,30,14,7,1,14,1
1968,Home,445.35,3,2024-06-30 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,PayPal,Tablet,Social,VIP,6,30,14,7,2,14,2
1969,Books,436.21,3,2024-06-30 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,6,30,14,7,3,14,3
1970,Toys,329.38,1,2024-06-30 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Credit Card,Tablet,Paid Search,VIP,6,30,14,7,7,14,7
1971,Toys,64.26,2,2024-06-30 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,Returning,6,30,14,7,2,14,2
1972,Toys,395.45,2,2024-06-30 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,6,30,14,7,6,14,6
1973,Books,61.01,4,2024-06-30 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,Returning,6,30,14,7,3,14,3
1974,Toys,305.82,4,2024-06-30 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Google Pay,Mobile,Email,VIP,6,30,14,7,7,14,7
1975,Clothing,431.24,5,2024-06-30 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,PayPal,Mobile,Social,Returning,6,30,14,7,5,14,5
1976,Toys,250.05,3,2024-06-30 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Tablet,Organic,VIP,6,30,14,7,2,14,2
1977,Clothing,459.59,1,2024-06-30 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,PayPal,Tablet,Paid Search,Returning,6,30,14,7,6,14,6
1978,Home,226.71,1,2024-06-30 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Tablet,Email,VIP,6,30,14,7,2,14,2
1979,Books,73.21,1,2024-06-30 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,PayPal,Mobile,Organic,VIP,6,30,14,7,7,14,7
1980,Toys,6.18,2,2024-06-30 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Mobile,Paid Search,VIP,6,30,14,7,5,14,5
1981,Books,443.71,6,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Desktop,Organic,Returning,6,30,14,7,1,14,1
1982,Clothing,494.47,4,2024-06-30 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,6,30,14,7,3,14,3
1983,Toys,232.61,1,2024-06-30 14:59:58.897063,2024-07-04 14:59:58.897063,Pending,Debit Card,Desktop,Organic,New,6,30,14,7,4,14,4
1984,Clothing,176.39,5,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Google Pay,Tablet,Social,Returning,6,30,14,7,1,14,1
1985,Beauty,158.82,1,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Shipped,Apple Pay,Desktop,Paid Search,VIP,6,30,14,7,1,14,1
1986,Books,102.83,2,2024-06-30 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,6,30,14,7,6,14,6
1987,Home,326.19,3,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Desktop,Social,VIP,6,30,14,7,1,14,1
1988,Beauty,192.53,1,2024-06-30 14:59:58.897063,2024-07-01 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,VIP,6,30,14,7,1,14,1
1989,Electronics,19.26,2,2024-07-01 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,7,1,14,7,8,14,7
1990,Electronics,63.76,1,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,7,1,14,7,3,14,2
1991,Electronics,264.77,3,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,7,1,14,7,3,14,2
1992,Toys,230.24,1,2024-07-01 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Tablet,Social,Returning,7,1,14,7,5,14,4
1993,Beauty,47.81,3,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,Returning,7,1,14,7,3,14,2
1994,Home,463.36,2,2024-07-01 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,Returning,7,1,14,7,8,14,7
1995,Clothing,195.07,1,2024-07-01 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,VIP,7,1,14,7,5,14,4
1996,Beauty,441.88,1,2024-07-01 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,VIP,7,1,14,7,7,14,6
1997,Home,422.9,4,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Shipped,Debit Card,Desktop,Social,VIP,7,1,14,7,3,14,2
1998,Electronics,369.93,1,2024-07-01 14:59:58.897063,2024-07-04 14:59:58.897063,Shipped,PayPal,Desktop,Social,VIP,7,1,14,7,4,14,3
1999,Toys,29.16,5,2024-07-01 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,PayPal,Desktop,Email,VIP,7,1,14,7,4,14,3
2000,Electronics,221.42,1,2024-07-01 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,7,1,14,7,4,14,3
2001,Books,61.58,2,2024-07-01 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,Debit Card,Tablet,Email,Returning,7,1,14,7,5,14,4
2002,Home,355.92,3,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,Returning,7,1,14,7,6,14,5
2003,Clothing,281.21,1,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,PayPal,Mobile,Email,Returning,7,1,14,7,6,14,5
2004,Beauty,154.21,1,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,7,1,14,7,6,14,5
2005,Home,358.59,1,2024-07-01 14:59:58.897063,2024-07-04 14:59:58.897063,Shipped,Google Pay,Mobile,Paid Search,Returning,7,1,14,7,4,14,3
2006,Clothing,239.13,1,2024-07-01 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,7,1,14,7,2,14,1
2007,Books,423.17,1,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Returned,Credit Card,Mobile,Email,VIP,7,1,14,7,3,14,2
2008,Clothing,357.58,1,2024-07-01 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,7,1,14,7,3,14,2
2009,Books,55.05,1,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,7,1,14,7,6,14,5
2010,Home,349.34,4,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,PayPal,Mobile,Social,VIP,7,1,14,7,6,14,5
2011,Books,366.63,1,2024-07-01 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Apple Pay,Tablet,Organic,VIP,7,1,14,7,2,14,1
2012,Beauty,273.6,1,2024-07-01 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,Credit Card,Desktop,Paid Search,New,7,1,14,7,8,14,7
2013,Books,312.2,1,2024-07-01 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,PayPal,Desktop,Social,VIP,7,1,14,7,7,14,6
2014,Clothing,33.8,4,2024-07-01 14:59:58.897063,2024-07-07 14:59:58.897063,Returned,Debit Card,Tablet,Paid Search,Returning,7,1,14,7,7,14,6
2015,Clothing,401.74,2,2024-07-01 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,VIP,7,1,14,7,6,14,5
2016,Toys,199.9,2,2024-07-01 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,Returning,7,1,14,7,2,14,1
2017,Clothing,195.93,1,2024-07-01 14:59:58.897063,2024-07-02 14:59:58.897063,Delivered,Google Pay,Mobile,Email,VIP,7,1,14,7,2,14,1
2018,Clothing,122.56,1,2024-07-02 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,VIP,7,2,14,7,4,14,2
2019,Beauty,126.95,2,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,Returning,7,2,14,7,9,14,7
2020,Beauty,258.18,1,2024-07-02 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,PayPal,Desktop,Paid Search,Returning,7,2,14,7,6,14,4
2021,Clothing,150.72,1,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,PayPal,Mobile,Social,Returning,7,2,14,7,8,14,6
2022,Electronics,276.53,1,2024-07-02 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,Returning,7,2,14,7,6,14,4
2023,Toys,332.33,2,2024-07-02 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,PayPal,Tablet,Organic,Returning,7,2,14,7,7,14,5
2024,Electronics,182.45,2,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,PayPal,Desktop,Social,VIP,7,2,14,7,8,14,6
2025,Beauty,168.42,3,2024-07-02 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,7,2,14,7,5,14,3
2026,Toys,295.46,1,2024-07-02 14:59:58.897063,2024-07-03 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,VIP,7,2,14,7,3,14,1
2027,Home,46.12,1,2024-07-02 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,Debit Card,Desktop,Social,New,7,2,14,7,7,14,5
2028,Electronics,204.34,1,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,7,2,14,7,9,14,7
2029,Books,378.95,1,2024-07-02 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,PayPal,Desktop,Email,VIP,7,2,14,7,6,14,4
2030,Beauty,374.79,1,2024-07-02 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Desktop,Social,Returning,7,2,14,7,6,14,4
2031,Home,176.84,3,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,VIP,7,2,14,7,8,14,6
2032,Toys,305.96,4,2024-07-02 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Apple Pay,Desktop,Social,Returning,7,2,14,7,7,14,5
2033,Home,72.07,1,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,Returning,7,2,14,7,8,14,6
2034,Books,327.74,6,2024-07-02 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Tablet,Paid Search,VIP,7,2,14,7,5,14,3
2035,Beauty,375.39,4,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Credit Card,Desktop,Email,VIP,7,2,14,7,8,14,6
2036,Home,422.01,1,2024-07-02 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Credit Card,Mobile,Organic,Returning,7,2,14,7,8,14,6
2037,Books,45.2,3,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Desktop,Organic,VIP,7,2,14,7,9,14,7
2038,Toys,374.37,1,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Google Pay,Desktop,Organic,Returning,7,2,14,7,9,14,7
2039,Beauty,5.06,2,2024-07-02 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Credit Card,Desktop,Organic,VIP,7,2,14,7,5,14,3
2040,Clothing,95.58,1,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,Returning,7,2,14,7,9,14,7
2041,Home,62.62,2,2024-07-02 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Apple Pay,Tablet,Social,VIP,7,2,14,7,7,14,5
2042,Books,488.61,3,2024-07-02 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Tablet,Social,Returning,7,2,14,7,9,14,7
2043,Beauty,305.23,1,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Desktop,Organic,Returning,7,3,14,7,4,14,1
2044,Clothing,287.81,1,2024-07-03 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Mobile,Organic,VIP,7,3,14,7,6,14,3
2045,Electronics,336.93,1,2024-07-03 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Google Pay,Desktop,Email,Returning,7,3,14,7,8,14,5
2046,Home,44.76,2,2024-07-03 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Debit Card,Mobile,Email,New,7,3,14,7,9,14,6
2047,Toys,76.88,5,2024-07-03 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Debit Card,Tablet,Organic,VIP,7,3,14,7,7,14,4
2048,Home,179.04,3,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,PayPal,Mobile,Paid Search,Returning,7,3,14,7,4,14,1
2049,Books,457.65,3,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Pending,Apple Pay,Mobile,Email,VIP,7,3,14,7,4,14,1
2050,Toys,224.99,3,2024-07-03 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Google Pay,Mobile,Social,VIP,7,3,14,7,9,14,6
2051,Beauty,256.8,1,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Desktop,Email,Returning,7,3,14,7,4,14,1
2052,Home,24.77,4,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Debit Card,Mobile,Organic,VIP,7,3,14,7,4,14,1
2053,Electronics,432.99,1,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Credit Card,Mobile,Social,VIP,7,3,14,7,4,14,1
2054,Beauty,207.35,3,2024-07-03 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Google Pay,Desktop,Paid Search,VIP,7,3,14,7,5,14,2
2055,Electronics,91.74,1,2024-07-03 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Mobile,Email,VIP,7,3,14,7,5,14,2
2056,Clothing,136.4,1,2024-07-03 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,Google Pay,Mobile,Social,VIP,7,3,14,7,8,14,5
2057,Home,420.88,2,2024-07-03 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Tablet,Organic,Returning,7,3,14,7,5,14,2
2058,Clothing,371.52,1,2024-07-03 14:59:58.897063,2024-07-05 14:59:58.897063,Pending,PayPal,Desktop,Email,Returning,7,3,14,7,5,14,2
2059,Toys,439.51,4,2024-07-03 14:59:58.897063,2024-07-04 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,7,3,14,7,4,14,1
2060,Toys,495.2,2,2024-07-03 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Apple Pay,Tablet,Social,VIP,7,3,14,7,5,14,2
2061,Beauty,181.99,5,2024-07-03 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,Returning,7,3,14,7,6,14,3
2062,Home,398.01,4,2024-07-03 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Debit Card,Desktop,Email,Returning,7,3,14,7,8,14,5
2063,Clothing,130.6,4,2024-07-03 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Apple Pay,Tablet,Paid Search,VIP,7,3,14,7,9,14,6
2064,Toys,267.43,1,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Credit Card,Mobile,Paid Search,Returning,7,4,14,7,9,14,5
2065,Home,452.91,2,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Desktop,Paid Search,VIP,7,4,14,7,6,14,2
2066,Beauty,350.72,2,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Shipped,PayPal,Mobile,Paid Search,VIP,7,4,14,7,10,14,6
2067,Toys,242.23,3,2024-07-04 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Debit Card,Desktop,Paid Search,Returning,7,4,14,7,5,14,1
2068,Toys,159.89,2,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Credit Card,Desktop,Paid Search,VIP,7,4,14,7,9,14,5
2069,Clothing,285.99,4,2024-07-04 14:59:58.897063,2024-07-11 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,VIP,7,4,14,7,11,14,7
2070,Electronics,475.65,1,2024-07-04 14:59:58.897063,2024-07-11 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,7,4,14,7,11,14,7
2071,Toys,365.86,2,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Desktop,Social,Returning,7,4,14,7,6,14,2
2072,Electronics,25.83,3,2024-07-04 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,Credit Card,Tablet,Organic,New,7,4,14,7,7,14,3
2073,Toys,286.66,3,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,Returning,7,4,14,7,9,14,5
2074,Beauty,426.39,1,2024-07-04 14:59:58.897063,2024-07-11 14:59:58.897063,Delivered,Apple Pay,Mobile,Email,Returning,7,4,14,7,11,14,7
2075,Home,121.73,2,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Apple Pay,Desktop,Social,VIP,7,4,14,7,6,14,2
2076,Beauty,6.3,1,2024-07-04 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,Google Pay,Mobile,Social,VIP,7,4,14,7,7,14,3
2077,Beauty,350.19,2,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Delivered,Debit Card,Tablet,Social,VIP,7,4,14,7,10,14,6
2078,Home,416.91,1,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Pending,Credit Card,Desktop,Social,VIP,7,4,14,7,6,14,2
2079,Electronics,218.04,2,2024-07-04 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,Credit Card,Tablet,Paid Search,New,7,4,14,7,7,14,3
2080,Beauty,112.28,1,2024-07-04 14:59:58.897063,2024-07-07 14:59:58.897063,Returned,Credit Card,Desktop,Social,New,7,4,14,7,7,14,3
2081,Home,398.55,3,2024-07-04 14:59:58.897063,2024-07-11 14:59:58.897063,Shipped,PayPal,Desktop,Organic,VIP,7,4,14,7,11,14,7
2082,Toys,171.43,1,2024-07-04 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Google Pay,Tablet,Paid Search,Returning,7,4,14,7,5,14,1
2083,Toys,34.14,4,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,7,4,14,7,10,14,6
2084,Clothing,56.57,4,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Tablet,Email,Returning,7,4,14,7,9,14,5
2085,Clothing,206.85,1,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Shipped,Apple Pay,Mobile,Social,Returning,7,4,14,7,10,14,6
2086,Beauty,228.64,6,2024-07-04 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Credit Card,Desktop,Email,Returning,7,4,14,7,5,14,1
2087,Books,104.12,3,2024-07-04 14:59:58.897063,2024-07-05 14:59:58.897063,Shipped,Google Pay,Desktop,Paid Search,VIP,7,4,14,7,5,14,1
2088,Beauty,456.24,2,2024-07-04 14:59:58.897063,2024-07-05 14:59:58.897063,Delivered,Google Pay,Mobile,Organic,Returning,7,4,14,7,5,14,1
2089,Clothing,473.4,1,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Delivered,Google Pay,Desktop,Social,VIP,7,4,14,7,10,14,6
2090,Toys,273.48,2,2024-07-04 14:59:58.897063,2024-07-10 14:59:58.897063,Returned,Apple Pay,Mobile,Email,Returning,7,4,14,7,10,14,6
2091,Electronics,372.78,1,2024-07-04 14:59:58.897063,2024-07-06 14:59:58.897063,Delivered,Google Pay,Mobile,Paid Search,VIP,7,4,14,7,6,14,2
2092,Books,262.1,2,2024-07-04 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,Debit Card,Tablet,Email,VIP,7,4,14,7,8,14,4
2093,Beauty,447.22,2,2024-07-04 14:59:58.897063,2024-07-07 14:59:58.897063,Shipped,PayPal,Tablet,Organic,VIP,7,4,14,7,7,14,3
2094,Books,59.23,2,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Desktop,Organic,Returning,7,4,14,7,9,14,5
2095,Home,150.16,4,2024-07-04 14:59:58.897063,2024-07-09 14:59:58.897063,Delivered,PayPal,Tablet,Email,VIP,7,4,14,7,9,14,5
2096,Beauty,212.53,3,2024-07-04 14:59:58.897063,2024-07-11 14:59:58.897063,Delivered,PayPal,Mobile,Organic,Returning,7,4,14,7,11,14,7
2097,Books,125.86,2,2024-07-05 14:59:58.897063,2024-07-12 14:59:58.897063,Shipped,Credit Card,Tablet,Organic,Returning,7,5,14,7,12,14,7
2098,Toys,76.26,1,2024-07-05 14:59:58.897063,2024-07-08 14:59:58.897063,Delivered,Apple Pay,Desktop,Email,VIP,7,5,14,7,8,14,3
2099,Clothing,300.65,3,2024-07-05 14:59:58.897063,2024-07-10 14:59:58.897063,Delivered,Google Pay,Mobile,Social,Returning,7,5,14,7,10,14,5
2100,Home,80.4,1,2024-07-05 14:59:58.897063,2024-07-10 14:59:58.897063,Delivered,Apple Pay,Mobile,Social,Returning,7,5,14,7,10,14,5
2101,Home,82.33,6,2024-07-05 14:59:58.897063,2024-07-07 14:59:58.897063,Delivered,Google Pay,Mobile,Email,Returning,7,5,14,7,7,14,2
2102,Beauty,6.61,1,2024-07-05 14:59:58.897063,2024-07-12 14:59:58.897063,Delivered,Credit Card,Tablet,Email,Returning,7,5,14,7,12,14,7
2103,Electronics,362.04,1,2024-07-05 14:59:58.897063,2024-07-08 14:59:58.897063,Shipped,Credit Card,Desktop,Email,VIP,7,5,14,7,8,14,3
